OTU	size	match	species	ID1	ID2	rep/refs	Kingdom	Phylum	Class	Order	Family	Genus	Species	taxonomy	Guild_full	Guild	Trophic_Mode	Confidence Ranking
OTU311	77	99.7	Ceratobasidiaceae_sp	UDB01686187	SH1135088.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	-	-	Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;-;-	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	nd	nd	Possible
OTU312	74	99.7	Mortierella_sp	UDB0690195	SH1100472.09FU	reps	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	-	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;-	Endophyte-Plant Saprotroph-Undefined Saprotroph	Saprotroph	Saprotroph-Symbiotroph	Probable
OTU314	73	99.7	Tritirachium_cinnamomeum	JF779667	SH1116771.09FU	refs	Fungi	Basidiomycota	Tritirachiomycetes	Tritirachiales	Tritirachiaceae	Tritirachium	Tritirachium_cinnamomeum	Fungi;Basidiomycota;Tritirachiomycetes;Tritirachiales;Tritirachiaceae;Tritirachium;Tritirachium_cinnamomeum	Animal Parasite-Undefined Saprotroph	Saprotroph	Pathotroph-Saprotroph	Probable
OTU315	73	99.1	GS18_ord_Incertae_sedis_sp	UDB02422480	SH1262117.09FU	reps	Fungi	Olpidiomycota	-	-	-	-	-	Fungi;Olpidiomycota;-;-;-;-;-	-	nd	nd	-
OTU316	71	99.4	Mortierellaceae_sp	UDB04915583	SH1299116.09FU	reps	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	-	-	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;-;-	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	nd	nd	Possible
OTU317	177	96.7	Russula_paludosa	UDB06183418	SH1180706.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_paludosa	Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_paludosa	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU32	16287	99	Tylopilus_felleus	UDB000680	SH1057772.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Tylopilus	Tylopilus_felleus	Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Tylopilus;Tylopilus_felleus	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU320	88	98.1	Leptobacillium_leptobactrum	EF641873	SH0940258.09FU	refs	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Leptobacillium	Leptobacillium_leptobactrum	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Leptobacillium;Leptobacillium_leptobactrum	Animal Parasite-Undefined Saprotroph	Saprotroph	Pathotroph-Saprotroph	Probable
OTU321	92	96.8	Russula_pseudotsugarum	MF908478	SH1586728.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudotsugarum	Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula_pseudotsugarum	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU322	66	96.9	Penicillium_amaliae	JX091443	SH3844924.09FU	refs	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_amaliae	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_amaliae	Animal Parasite-Dung Saprotroph-Endophyte-Fungal Parasite-Plant Pathogen-Undefined Saprotroph-Wood Saprotroph	Saprotroph	Pathotroph-Saprotroph-Symbiotroph	Highly Probable
OTU326	61	98.3	Orbiliales_sp	UDB02636177	SH1270596.09FU	reps	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	-	-	-	Fungi;Ascomycota;Orbiliomycetes;Orbiliales;-;-;-	-	nd	nd	-
OTU327	61	99.4	Rhizophlyctidales_sp	UDB06395113	SH1191178.09FU	reps	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidales	-	-	Fungi;Chytridiomycota;Rhizophlyctidomycetes;Rhizophlyctidales;Rhizophlyctidales;-;-	-	nd	nd	-
OTU328	60	99.7	Phellodon_secretus	UDB018571	SH1758390.09FU	refs_singleton	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Phellodon	Phellodon_secretus	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Phellodon;Phellodon_secretus	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU330	95	97.2	Basidiomycota_sp	UDB05021246	SH0941405.09FU	reps	Fungi	Basidiomycota	-	-	-	-	-	Fungi;Basidiomycota;-;-;-;-;-	-	nd	nd	-
OTU331	58	98.6	Athelopsis_lembospora	UDB0802718	SH1159330.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Byssocorticiaceae	Athelopsis	Athelopsis_lembospora	Fungi;Basidiomycota;Agaricomycetes;Atheliales;Byssocorticiaceae;Athelopsis;Athelopsis_lembospora	Undefined Saprotroph-Wood Saprotroph	Saprotroph	Saprotroph	Probable
OTU332	57	99	Agaricomycetes_sp	UDB07027877	SH0936408.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	-	-	-	-	Fungi;Basidiomycota;Agaricomycetes;-;-;-;-	-	nd	nd	-
OTU336	60	99.2	Cortinarius_psammocola	MG136821	SH1283060.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_psammocola	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_psammocola	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU338	47	99.4	Tricholomataceae_sp	UDB0907550	SH0959341.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	-	-	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;-;-	Ectomycorrhizal-Fungal Parasite	Ectomycorrhizal	Pathotroph-Symbiotroph	Probable
OTU339	46	98.7	Spizellomycetales_sp	UDB07388664	SH1285438.09FU	reps	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	-	-	-	Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;-;-;-	-	nd	nd	-
OTU34	14935	97.9	Saccharomycetales_sp	UDB06306948	SH0895746.09FU	reps	Fungi	Ascomycota	Saccharomycetes	-	-	-	-	Fungi;Ascomycota;Saccharomycetes;-;-;-;-	Undefined Saprotroph	nd	nd	Possible
OTU343	44	98.7	Delicatula_integrella	UDB015530	SH1202652.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Delicatula	Delicatula_integrella	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Delicatula;Delicatula_integrella	Plant Saprotroph-Undefined Saprotroph	nd	nd	Possible
OTU346	52	97.4	Mortierella_basiparvispora	JX976048	SH1299045.09FU	refs	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_basiparvispora	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_basiparvispora	Endophyte-Plant Saprotroph-Undefined Saprotroph	Saprotroph	Saprotroph-Symbiotroph	Probable
OTU347	42	99.1	Tulasnellaceae_sp	UDB0660960	SH1309470.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	-	-	Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;-;-	Ectomycorrhizal-Undefined Saprotroph	Ectomycorrhizal	Saprotroph-Symbiotroph	Probable
OTU349	41	98.8	Cladophialophora_sp	UDB02704468	SH1165529.09FU	reps	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	-	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;-	Animal Pathogen-Endophyte-Fungal Parasite-Undefined Saprotroph	Saprotroph	Pathotroph-Saprotroph-Symbiotroph	Probable
OTU35	37052	99.3	Umbelopsis_sp	UDB0692293	SH0911772.09FU	reps	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	-	Fungi;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;-	Undefined Saprotroph	Saprotroph	Saprotroph	Probable
OTU350	40	98.1	Hymenochaetales_sp	UDB03530689	SH0938379.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	-	-	-	Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;-;-;-	-	nd	nd	-
OTU357	30	99.3	Inocybe_lutescens	DQ054568	SH1170057.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_lutescens	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;Inocybe_lutescens	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU358	30	99.3	Elaphomyces_asperulus	UDB05294229	SH1268156.09FU	reps	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Elaphomycetaceae	Elaphomyces	Elaphomyces_asperulus	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Elaphomycetaceae;Elaphomyces;Elaphomyces_asperulus	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU359	30	97	Ceratobasidium_sp	UDB0621150	SH1010080.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	-	Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium;-	Ectomycorrhizal-Endomycorrhizal-Orchid Mycorrhizal-Plant Pathogen-Plant Saprotroph-Undefined Saprotroph	nd	nd	Possible
OTU36	12201	99.3	Piloderma_sphaerosporum	UDB001751	SH0943263.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_sphaerosporum	Fungi;Basidiomycota;Agaricomycetes;Atheliales;Pilodermataceae;Piloderma;Piloderma_sphaerosporum	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU364	27	96.5	Basidiobolus_magnus	EF392534	SH1250545.09FU	refs	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_magnus	Fungi;Basidiobolomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus;Basidiobolus_magnus	Animal Pathogen-Animal Symbiotroph-Undefined Saprotroph	Saprotroph	Pathotroph-Saprotroph-Symbiotroph	Probable
OTU365	27	98.8	Agaricomycetes_sp	UDB06826124	SH1235689.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	-	-	-	-	Fungi;Basidiomycota;Agaricomycetes;-;-;-;-	-	nd	nd	-
OTU366	26	99.2	Calcarisporium_arbuscula	MH859249	SH0963429.09FU	refs	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Calcarisporium	Calcarisporium_arbuscula	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Calcarisporium;Calcarisporium_arbuscula	Fungal Parasite	Fungal Parasite	Pathotroph	Probable
OTU369	35	98.3	Umbelopsis_sp	UDB07115685	SH0909028.09FU	reps	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	-	Fungi;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;-	Undefined Saprotroph	Saprotroph	Saprotroph	Probable
OTU37	12062	98.5	Amanita_rubescens	UDB01064093	SH1192413.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_rubescens	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita_rubescens	Ectomycorrhizal-Undefined Saprotroph	Ectomycorrhizal	Saprotroph-Symbiotroph	Probable
OTU370	48	99	Cortinarius_aurantiobasis	JX045670	SH3460622.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_aurantiobasis	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_aurantiobasis	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU371	24	99.2	Cladophialophora_sp	UDB02967442	SH1165348.09FU	reps	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	-	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;-	Animal Pathogen-Endophyte-Fungal Parasite-Undefined Saprotroph	Saprotroph	Pathotroph-Saprotroph-Symbiotroph	Probable
OTU372	24	96.4	Rozellomycota_sp	UDB06700832	SH1074380.09FU	reps	Fungi	Rozellomycota	-	-	-	-	-	Fungi;Rozellomycota;-;-;-;-;-	-	nd	nd	-
OTU373	36	98.6	Trechispora_stevensonii	UDB06343891	SH0938530.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_stevensonii	Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora_stevensonii	Wood Saprotroph	Saprotroph	Saprotroph	Highly Probable
OTU375	23	98.2	Umbelopsis_sp	UDB07069893	SH0898269.09FU	reps	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	-	Fungi;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;-	Undefined Saprotroph	Saprotroph	Saprotroph	Probable
OTU377	34	97.9	Serendipita_sp	UDB06999052	SH1219137.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	-	Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;Serendipita;-	Ectomycorrhizal-Endophyte-Ericoid Mycorrhizal-Orchid Mycorrhizal-Undefined Saprotroph	Ectomycorrhizal	Saprotroph-Symbiotroph	Highly Probable
OTU378	23	99.3	Atheliales_sp	UDB01452809	SH0879930.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Atheliales	-	-	-	Fungi;Basidiomycota;Agaricomycetes;Atheliales;-;-;-	-	nd	nd	-
OTU38	13001	98.9	Umbelopsis_sp	UDB06965774	SH0906454.09FU	reps	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	-	Fungi;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;-	Undefined Saprotroph	Saprotroph	Saprotroph	Probable
OTU380	34	98.1	Pilodermataceae_sp	UDB06413935	SH1149259.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	-	-	Fungi;Basidiomycota;Agaricomycetes;Atheliales;Pilodermataceae;-;-	-	nd	nd	-
OTU381	21	99.4	GS22_sp	UDB0750679	SH1112318.09FU	reps	Fungi	Mucoromycota	Endogonomycetes	-	-	-	-	Fungi;Mucoromycota;Endogonomycetes;-;-;-;-	-	nd	nd	-
OTU382	21	99	Lycoperdon_sp	UDB0556309	SH0948549.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	-	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;Lycoperdon;-	Plant Saprotroph-Undefined Saprotroph	Saprotroph	Saprotroph	Probable
OTU383	21	98.8	Mortierella_fluviae	KX227755	SH1367426.09FU	refs	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_fluviae	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_fluviae	Endophyte-Plant Saprotroph-Undefined Saprotroph	Saprotroph	Saprotroph-Symbiotroph	Probable
OTU387	20	98.3	Orbiliaceae_sp	UDB02610148	SH1167342.09FU	reps	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	-	-	Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;-;-	Wood Saprotroph	Saprotroph	Saprotroph	Probable
OTU39	13266	96.6	Tomentella_sublilacina	UDB06129517	SH1132077.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_sublilacina	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella_sublilacina	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU392	14	97.5	Entoloma_paraconferendum	MZ611629	SH1260510.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_paraconferendum	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;Entoloma_paraconferendum	Ectomycorrhizal-Fungal Parasite-Undefined Saprotroph-Undefined Symbiotroph	nd	nd	Possible
OTU393	14	98.9	Meyerozyma_guilliermondii	EF568003	SH1029393.09FU	refs	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma_guilliermondii	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Meyerozyma;Meyerozyma_guilliermondii	Endophyte-Epiphyte-Undefined Saprotroph	Saprotroph	Saprotroph-Symbiotroph	Probable
OTU395	14	99.2	Mycenaceae_sp	UDB0788516	SH1111402.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycenaceae	-	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycenaceae;-	Leaf Saprotroph-Wood Saprotroph	Saprotroph	Saprotroph	Probable
OTU397	13	99.3	Trechispora_sp	UDB06349595	SH1175086.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	-	Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;-	Wood Saprotroph	Saprotroph	Saprotroph	Highly Probable
OTU398	13	99.3	Cortinarius_sp	JQ791126	SH1151604.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	-	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;-	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU4	351231	97.5	Cortinarius_caperatus	UDB001079	SH1152198.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_caperatus	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_caperatus	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU400	12	98.4	Agaricomycetes_sp	UDB0942130	SH1086217.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	-	-	-	-	Fungi;Basidiomycota;Agaricomycetes;-;-;-;-	-	nd	nd	-
OTU402	12	98.9	Inocybe_sp	UDB0349047	SH1190075.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	-	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;-	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU403	11	98.1	Archaeosporales_sp	MH982547	SH0934773.09FU	reps	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	-	-	-	Fungi;Glomeromycota;Archaeosporomycetes;Archaeosporales;-;-;-	Arbuscular Mycorrhizal	Arbuscular Mycorrhizal	Symbiotroph	Highly Probable
OTU406	11	99	Malasseziaceae_sp	GU327511	SH1013102.09FU	reps	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	-	-	Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;-;-	-	nd	nd	-
OTU408	21	97.5	Umbelopsis_sp	UDB07035011	SH0911761.09FU	reps	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	-	Fungi;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;-	Undefined Saprotroph	Saprotroph	Saprotroph	Probable
OTU409	11	99.6	Hypholoma_fasciculare	UDB011502	SH1200747.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hypholoma	Hypholoma_fasciculare	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Hypholoma;Hypholoma_fasciculare	Undefined Saprotroph-Wood Saprotroph	Saprotroph	Saprotroph	Probable
OTU41	16028	99.4	Mortierella_gemmifera	HQ630293	SH1044402.09FU	refs	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_gemmifera	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_gemmifera	Endophyte-Plant Saprotroph-Undefined Saprotroph	Saprotroph	Saprotroph-Symbiotroph	Probable
OTU411	11	99.3	Thelephoraceae_sp	EF218838	SH1817293.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	-	-	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;-;-	Ectomycorrhizal-Undefined Saprotroph	Ectomycorrhizal	Saprotroph-Symbiotroph	Probable
OTU412	11	97.9	Leucosporidiales_sp	KU534835	SH1294869.09FU	reps	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	-	-	-	Fungi;Basidiomycota;Microbotryomycetes;Leucosporidiales;-;-;-	-	nd	nd	-
OTU413	10	97.5	Mortierellaceae_sp	UDB04871382	SH1299120.09FU	reps	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	-	-	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;-;-	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	nd	nd	Possible
OTU414	10	99.2	Cortinarius_neofurvolaesus	UDB001359	SH1283237.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_neofurvolaesus	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_neofurvolaesus	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU417	10	99.3	Lycoperdon_pratense	DQ112554	SH0948422.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon_pratense	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;Lycoperdon;Lycoperdon_pratense	Plant Saprotroph-Undefined Saprotroph	Saprotroph	Saprotroph	Probable
OTU418	10	99.4	Malassezia_restricta	AY743636	SH1102553.09FU	refs	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta	Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia_restricta	Animal Pathogen-Undefined Saprotroph	Saprotroph	Pathotroph-Saprotroph	Probable
OTU42	15700	99.4	Mortierella_sp	UDB0417627	SH1239380.09FU	reps	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	-	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;-	Endophyte-Plant Saprotroph-Undefined Saprotroph	Saprotroph	Saprotroph-Symbiotroph	Probable
OTU422	10	100	Cortinarius_anomalus	UDB001008	SH1151863.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_anomalus	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_anomalus	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU43	8338	99.4	Russula_sp	UDB05909986	SH1221481.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	-	Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;-	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU44	8181	98.9	Trechispora_invisitata	UDB0641737	SH1260133.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_invisitata	Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora_invisitata	Wood Saprotroph	Saprotroph	Saprotroph	Highly Probable
OTU45	9256	99.3	Tomentella_badia	UDB001656	SH1140094.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_badia	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella_badia	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU46	14832	98.6	Serendipitaceae_sp	DQ309110	SH1219060.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	-	-	Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;-;-	-	nd	nd	-
OTU47	12848	98.2	Cortinarius_croceus	DQ481945	SH1303573.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_croceus	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_croceus	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU48	7228	98	Penicillium_christenseniae	JN617674	SH1228265.09FU	refs	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_christenseniae	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_christenseniae	Animal Parasite-Dung Saprotroph-Endophyte-Fungal Parasite-Plant Pathogen-Undefined Saprotroph-Wood Saprotroph	Saprotroph	Pathotroph-Saprotroph-Symbiotroph	Highly Probable
OTU49	8524	99.3	Tomentella_coerulea	UDB016469	SH0925124.09FU	refs	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_coerulea	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;Tomentella_coerulea	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
OTU5	300202	99.4	Russula_sp	UDB0238463	SH1243444.09FU	reps	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	-	Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;-	Ectomycorrhizal	Ectomycorrhizal	Symbiotroph	Highly Probable
